,condition,review
20524,0,"""Such a miserable experience. I could not wait to have it removed.
Copper inside the body caused pelvic inflammation. The worst pain.."""
20596,1,"""One word. Wonderful!"""
20680,1,"""I was given samples if dexilant from my Dr.  I was recently diagnosed with GERD. I had mucus in the back of my throat so bad I couldn&#039;t eat anything at all. I could hardly drink water without it irritating the acid in my throat. The dexilant worked like a charm I could eat and I had no side effects. Then after a week of use I started getting bad cramps in my legs.  They just recently spread to my entire body. I went to the er yesterday morning they told me I had tardiv dyskonesia. I stopped taking all my medications a week ago and the cramps are still here they Here.!!  I was given benadryl in the er and was told to continue use for 10days to see if the reaction goes away...  I&#039;d rather have the diarrhea then constant muscle spasms"""
20727,0,"""Starting second week usage of Erythropoetin for possible kidney failure but definite anemia on a 6-7 year old black Labrador.  Seems to be recovering slowly along with doses of amlodipine/norvasc, enalapril and doxycycline."""
21036,1,"""Good Morning Everyone 
I am sacred  that I am dying, the Dr&#039;s tell me I&#039;m not but my intuition and my body are telling me different. I have been suffering from acid reflux for a few yrs now not knowing it because I don&#039;t have acid coming back up or gas or any other usual symptoms. The symptoms for me is my breathing is getting increasingly more difficult and wheezing non stop and persistant coughing with constant chest infections because my lungs are drowning in fluid. This is how I was told I have Gerd .. Dr put me on Dexilant 60mg daily, have been on now for 7 days feel nothing .. no change what so ever except extreme shoulders and upper back pain cannot raise my arms to put a shirt on without it bringing tears. I&#039;m 53 yrs young."""
21311,1,"""I&#039;ve had issues with GERD for a long time and have jumped between a few different medications. First I started with over the counter medications like Prilosec and worked my way along to Nexium. When that failed me Dexilant was prescribed. For GERD symptoms, Dexilant has kept things well controlled. I&#039;ve been on it for almost 2 years now. However, during that time I&#039;ve experienced a significant increase in gas and abdominal discomfort. Although I&#039;ve uncovered lactose intolerance and a mild sensitivity to gluten, I still exhibit symptoms, so I&#039;m starting to suspect that Dexilant may be contributing.

If it turns out that reducing my intake of Dexilant is the culprit, I may have to choose between well-controlled GERD or Irritable Bowel Syndrome-like symptoms."""
21354,0,"""I assumed I had BV, so I went in to the OBGYN and of course I did. I was prescribed 500mg 4x/day for 3 days. I had absolutely no side effects, and the BV has cleared up."""
21426,0,"""I&#039;m 22, no kids and I got skyla inserted 5 days ago. They told me to come in while I was on my period. My doctor made me feel very comfortable during the process. It wasn&#039;t painful, but it was slight discomfort and I felt a little light headed like I was about to pass out. I think it was from whatever he put in my cervix to numb it. I went home fine but later that night I had the worst cramps, I thought I was going to die. But after that night I was fine until 3 days later I got more bad cramps I couldn&#039;t even go to work. But it went away shortly. It&#039;s been past 7 days of being on my period and I&#039;m still bleeding but it&#039;s light . i didn&#039;t rate a 10 because I have to  see how this go for another couple months"""
21436,0,"""discontinued 2014. Congress made it illegal by passing the safe and effective act. the drug predated the FDA."""
21466,1,"""Zegerid is the best medicine for GERD I&#039;ve ever taken. However, I&#039;m wondering if continue usage of Zegerid as it has caused problems with my finger/toe nails. For the recent two-three years my nails have become both brittle and soft. Can&#039;t seem to have nice nails anymore. """
21493,0,"""Terrible, yes it will stop your diharea but it will just hold everything in &amp; make you nauses &amp; after the pill wears over? Diharea again!!"""
21658,0,"""Before I was prescribed xanax I weighed 90 pounds, bags under my eyes, couldn&#039;t get out of bed, had no appetite, dehydrated, couldn&#039;t leave the house, or even speak to anyone. I have SEVERE anxiety and depression &amp; also suffer from PTSD.... thoughts on suicide were everyday and I had to be basically babysat 24-7 to make sure I didn&#039;t do anything stupid.

I don&#039;t understand why everyone talks about the negative effects of this pill when people like ME actually need it to function and live a happy lifestyle. Since taking it, I&#039;ve gained healthy weight, no longer throw up from anxiety, i have friends now, and do activities i never thought i would without having panic attacks. Its a great feeling to be able to live again. Thank you XANAX"""
21750,1,"""I suffered from extreme bloating and gas starting thanksgiving 2016 and still am dealing with my gerds condition to this day 10 January 2017
My gastro Dr recommended prilosec one time a day but it was to strong and made me have an uneasy feeling in my stomach so he switched me to prevacid and it was great for the first week in a half but then starting causing me to burp excessively after that and I had a hard time digesting my food. I think it eliminated to much of my stomach acid hence, I had a hard time breaking down food
And I stopped taking prevacid cause it harmed me more than helped
Me in the end.
Is there anything that will help me?
It seems like antacids work against me:/
Don&#039;t no what to do
Cause now I&#039;m so sensitive eating food """
21992,1,"""Tired of taking Tums all the time with its limited efficacy and horrible aftertaste even hours later. I tried Zantac 150 over the counter.  It takes longer to work than Rolaids or Tums or similar, about 30-60 minutes, but when it kicks in, it is as if the GERD or Heartburn never existed, it is great."""
22218,1,"""I was taking 60mg same time every day. It seemed to work better at controlling my GERD symptoms after about a month. But around the same time I developed debilitating diarrhea. I continued to take it for another month and the diarrhea didn&#039;t go away so I stopped taking it. It&#039;s only been a couple of days so far and it still hasn&#039;t gotten any better."""
22292,1,"""Excellent as long as I take it regularly. If I miss a dose I have heartburn right away. I wish there were some extended release form of this drug."""
22389,0,"""I was given samples of Diclegis to help with my all day sickness. It seems safe so I was pretty excited to take it. First night took 2 pills and the next morning no nausea but I was dead tired, had dry mouth, and had stomach aches. Literally felt like a zombie couldn&#039;t drive barely made it out of bed. I had to stop taking it because I can&#039;t miss work. The next day I had a severe migraine never had one prior. It could have been due to me stopping the medication or it wearing off but I couldn&#039;t see nor function. I&#039;d rather deal with the nausea than the side effects honestly. I feel bad but cannot function on Diclegis. Pregnant women are already tired we don&#039;t need to add to it. I&#039;m glad it&#039;s working for others but thought I&#039;d share my experience."""
22419,0,"""Has caused extreme depression with me."""
23040,0,"""Only on it for 8 days. After 5 days started having shortness of breath, muscle spasms in upper back, pounding heart rate, fatigue, stiffness in neck and face."""
23205,0,"""I have used many different types of inhalers for asthma control.  Symbicort seems to work well, but may cause significant personality modification (nervous, angry at small things, anxiety over small things) and muscle/bone aching that is significant, especially if any work is done , even small things."""
23248,1,"""After reading several of these posts I decided to leave mine. I have severe GERD. My doctor after prescribing several different medicines gave me samples of Dexilant. Ever since then my life has changed for the better. At first I was taking 30mg twice a day then I went to 60mg once daily. Never had I been prescribed more than 60mg total daily. I have read that others were taking way more and more frequently. I think they might want to get a second opinion on dosages. I was on Dexilant for several yrs with NEVER having any side effects. I recently had corrective surgery and hope to never be on meds again for this condition. I would absolutely recommend Dexilant to anyone in need of this kind of medication."""
23362,1,"""My doctor gave me a sample of Prevacid for chronic heartburn and one pill taken at bedtime gave me the HIVES by the next morning.  Never having had hives, I freaked and called the doctor immediately.

I was then given PRILOSEC and have been 98.6% trouble free since then, switching to PRILOSEC OTC which was half of my cost of the prescription.  

It doesn&#039;t seem to matter what I eat: Mexican, Thai, Chinese or other spicy foods, chocolate, water, sodas, bland stuff, etc., I often get heartburn maybe 5 days out of 7.  With Prilosec, I seldom have any discomfort, regardless of what I eat or drink.

If I forget to take it daily, I&#039;ll get heartburn 36-48 hours after the last pill."""
23566,0,"""This medication was not good for me. My Doctor added this to the Depakote I was already taking to help with irritability and aggressiveness. This turned me into a zombie. Walked around in a fog the whole time I was on it. Still irritable and more so because I couldn&#039;t focus. Experienced nightmares, anorgasmia. When I could keep an erection and had an orgasm, had no ejaculate. Really scary. Took it for 2 weeks and then stopped taking it. Bad for me. May help someone else."""
23625,1,"""If you don&#039;t get ahead of an attack, this pill won&#039;t work. I have been on it for years now and have had little problem with it until it didn&#039;t work one weekend so I doubled up on it and ended up in the hospital a week later with seizure due to hypomagnesia (or however you say lack of magnesium). Make sure you are getting all your electrolytes when taking proton pump inhibitors."""
23678,0,"""I have used this pill for a short time. The doctor told me to take it at night, that was a bad move. I couldn&#039;t sleep at all then during the day I felt as if I was high. Didnt like the feeling. So my doctor switched me to Pristiq hopefully it will work for me."""
23837,0,"""So far its slowly working for my ear infection. The pain has lessened but still have  mild pain. I&#039;m on my 4th day. Hopefully in 6 days the ear will be completely healed. There are some minor side effects I have noticed. Particularly some joint pain but it is not bad and mild. Maybe a little nausea in my stomach too, but very mild. I&#039;m just happy my pain has lessened in the ears.

I took the augmetin generic for Amoxicillin/clauvantic acid 875mg twice daily for 10 days."""
23936,0,"""Vyvanse didn&#039;t work for me. I had to switch back to Adderall XR. Vyvanse had no effect on my mood or concentration levels at all."""
23969,1,"""So I have been struggling with heartburn Prilosec was working sometime but not all the time. Dr prescribed me dexilant! Took it for the first time yesterday. Only been one day I know but I truly think this is the devil drug. Heartburn was gone BUT the side effects are worse. Terrible stomach cramps all night and woke up with diaherra. Couldn&#039;t even go to work.  Will not take no more of this.  I only got it for $20 bc of coupon."""
24020,1,"""This medication after usuing it for a month plus has ended me up in the emergency room for severe chest pains, dizziness, high blood pressure, occasional, diarrhea, Tightness in the chest , cramps and muscle aches. """
24112,1,"""Received samples from Dr&#039;s office to last for 1 month.  My symptoms were stomach pain,  heartburn and excessive burping for around 5 days before getting an appointment.  Within 2 days all the symptoms described above were 90 percent better but almost from day 2 I started having very soft stools which could turn to loose stools later in day.  Not uncommon to have 4-5 bowel movements in a day.   Starting with week 4 I started feeling burning sensations in my back and the stomach pain and burping returned although has been to a lesser degree.  I do not intend to take anymore and will explore other options with Dr.  Do your research on PPI&#039;s they can act as a mask for more serious issues."""
24115,1,"""Works well with virtually no side effects."""
24210,0,"""I quit smoking thanks to you from 2008. I am happy. The only side effect was insomnia."""
24479,0,"""This had very little effect for me. I found I had to take double the prescribed dose just to get a little relief."""
24658,0,"""I have used Neurontin for more than 15 years. I have discovered that it is a great ongoing sleep therapy. The added sleep it grants me is a fantastic help with the neuropathy."""
24813,1,"""I was prescribed this medication approximately 4 years ago. I experienced severe heartburn and reflux, so much so that I had to sleep with the head of my bed elevated. I filled the prescription but left it in the medicine cabinet for a year without taking one pill. A year after filling it I made a dental appointment because I noticed that the enamel on my teeth was flaking off. The dentist asked me if I had GERD. I said, yes and then he asked me if I was on anything for it. I told him no and he suggested I take something immediately. Turns out the GERD eroded the enamel off of 17 teeth and I had to have extensive dental work done, to the tune of $20K. Expensive lesson to learn but one learned nonetheless. No side effects whatsoever."""
24843,1,"""I had terrible stomach/esophagial and mid back pain.  After a endoscopic procedure, I was found to have GERD, Barrett&#039;s esophagus &amp; a small hiatial hernia.  The Carafate &amp; Dexilant worked well to calm down the esophagitis pain/spasms/inflammation.  The Barrett&#039;s esophagus was detected using pathology and even though it was a very mild case, it is a serious disease and I will need a EGD performed yearly.  The Dexilant has worked wonders also. The two medicines are working well together. I have not had any side effects from the Carafate.  I take 1/2 to 1 tablet, as needed, up to 4 times/day. I chew it up and swallow with a small sip of water or you can dissolve it in water and drink it. Coats the stomach quicker. I have used it for 6 months."""
24850,1,"""Worked well for GERD but could not continue to take it.  After about a week .. I got diarrhea what would not stop.  Even had a few accidents upon sneezing.  Other PPI&#039;s did not do this ... and cost much less.   No thank you."""
24883,1,"""Was prescribed nexium for gastritis and did not relieve symptoms. Went twice to ER had abdo xrays, blood tests, heart monitoring all came back normal. Put on pantoprazole and gp advised could stop after a month. Nearly a week off this and feel worse than ever with return of symptoms. Looks like have to recommence pantoprazole and have a GI consult. So over the discomfort and constant nausea"""
25131,0,"""I buy cialis online for a tiny fraction of what you pay in Australia. I buy 20mg tablets for 20 cents each then quarter them. They work good for BPH and ED. The pharmacy industry is rolling us over a barrel. """
25380,0,"""Through routine blood check up I was diagnosed with Myelodysplastic Syndrome with no symptoms at all but with blasting of cells 18 and after 8 months from having injected Vidaza, blasting of cells now 0.  
As I am in remission do I still have to go with the Stem Cell Transplant"""
25461,0,"""Second time on this eye drop. First time for a few days. I stopped taking because it made me feel physically sick. Second time I gave it a go for almost 3 weeks, i got so sick i went to the Dr with flu like symptoms, waking up with phlegm in my throat, joint pain, extreme sweating and the feeling like I&#039;m about to faint. OMG.. it really scared me. so i stopped it and now I&#039;m back to normal, still have eye problems but that is 100% better than the solutions, which is taking that eye drops. It is very dangerous."""
25485,0,"""Butrans works. I have a hard time finding medicines that work, but plainly put this works. It does come with a price however, the patches are sometimes hard to keep on, showering becomes a true chore, the NextCare patches (to cover and waterproof the Butrans patch) are expensive and only last a few days. I wore Butrans for almost a year and in some places it has scarred me -leaving an outline of the patch on my skin. Also, the patch can itch MADLY in some places. Finally you must choose your location **PERFECTLY** or the patch will &#039;bubble&#039; up or develop waves where the medicine is not making contact with your skin. Again, this patch works."""
25846,1,"""I&#039;ve been having problems for years with my stomach and GERD.  I was put on prilosec and was told that it would possibly cause an upset stomach to begin with but to try to work through it.  I took it for around 5 months but I could not handle it anymore.  I kept stomach cramps and an upset stomach the whole time.  I couldn&#039;t keep enough fluids in me to keep myself hydrated.  Months later I was prescribed it again and tried it once again.  Same thing but worse.  I had bad blood work come back saying my kidneys weren&#039;t working right and my potassium was so low I was admitted into the Hosp.  Since then my kidneys are still not OK. I&#039;ve been peeing blood on and off. I am pretty sure that this medicine has messed my kidneys up. Bad stuff for me"""
26021,1,"""I have been on this medication since 1994 and I&#039;m 24 now and still taking it.  It has made a huge difference.  I have no heartburn and can eat or drink anything I want.  I have no side effects."""
26194,1,"""I love this stuff.  Ended my reflux and perpetual sore throat.  I was thankful for how quickly it worked.  Now to the packaging!  These pills are nearly inaccessible in the packaging they come in. I use a scissor to open the pockets where the pills are incased and then store the pills in a small bottle."""
26398,0,"""Works great!  Been suffering with anxiety for a while now was very hesitant on taking any kind of medication was given this medication in the hospital and within 20 minutes I felt relaxed and calm wish I wasn&#039;t so hesitant and took it sooner.  Great for when anxiety attack comes on"""
26500,1,"""Finally got relief from constant burning sensation in my esophagus after 3.5 months.  It took 23 days before feeling totally fine.  Tried Prilosec and Esophaguard from Life Extension prior to using this prescription. I also stopped drinking coffee and wine, stopped taking Actonel for bones because after 4  years, it contributed to the heartburn also. I had to change my calcium intake with Calcium Citrate instead of carbonate so that it could be absorbed."""
26693,0,"""I lost weight, but at a cost from the side effects. Took it for about 2 months, and loved how really didn&#039;t care about what I ate (I ate mostly low carb while on it). For the first time ever, a lean chicken breast sounded as good as cake. What I didn&#039;t like was how I felt I never got deep sleep, or how I started to forget what word I was thinking of. So sadly, I had negative side effects from both medicines used to create Qsymia. After taking a break, I tried to go back on, staying on the lower dose, but I can&#039;t handle the lack of sleep.
After quitting the medicine, I regained the weight. Maybe if I&#039;d been able to tolerate it for longer I would&#039;ve learned better habits, but I found the return of the cravings hard to deal with. Not worth it."""
26714,0,"""It&#039;s the best for pain and I had no problems at all for stomach or anything else."""
26830,1,"""First treatment to effectively stop my heart burn and reflux in more than a year."""
26835,0,"""I started this drug ten years ago and gave rave reviews then so would like to again. I was able to manage my FM through diet, exercise and adequate sleep through most of my 20&#039;s. One day I pushed myself too hard at work, and I got to what I call &quot;final stage&quot;. Half hour after getting a shot of Dilodid in the ER I was still crying and writhing. Doctor came in and sat down looking worried. &quot;There&#039;s probably nothing more you can do for me.&quot; I said &quot;No, there&#039;s not.&quot; She sent me home with maximum doses of every painkiller on the planet-nothing got rid of the deep burning aching pain. It hurt to stand, sit, walk, lie down. I laid in bed for days not knowing what to do. I tried Lyrica. That pain has been gone ever since. I got my life back."""
26864,0,"""Taking only one sachet per day, has resolved the diarrhea  problems post op cholecystectomy, but now have haemorrhoid problem and a little bit of bloating, but these are tolerable in comparison with ruining to the loo 12 plus times a day,  but am going to try a wean off it and see what happens as it is now 7 months since my op so may have settled down a bit."""
26987,0,"""My son was diagnosed with Juvenile Psoriatic Arthritis when he was in fourth grade. By the time he was finally diagnosed he was in a wheelchair and unable to move most of his major joints...even his jaw was affected due to the severe arthritis. Today I can say thanks to God, Humira, and monthly visits to Shriner&#039;s Hospital he has graduated from High School and is now in REMISSION!"""
27086,0,"""I tried almost every topical an acne sufferer can get from drug stores, from natural to other kinds of drugs for acne, but none ever worked.  My acne is moderate to severe type of acne. I am not saying that this medicine will work for you same way it does for me, but you should consider it when you talk to your Doctor. I&#039;ve been taking this medicine for over a year now and I can&#039;t be any more clearer. I used to get tiny whiteheads all over my face, like when I try to pinch my skin, you can squeeze them out like small pieces of oil that became oxidized and yellow. Before I got this medicine, almost every day of my life I&#039;d have to deal with new bumps just after one healed. My face is scarred, but this is the best one I have tried ever."""
27345,0,"""I&#039;m 43yrs old been smoking since I&#039;m 16, 2 packs a day for probably the last 10, menthol nonetheless. Took Chantix for 12 weeks before my quit day, that&#039;s how bad I am as a smoker and now I&#039;m on day 11 without a puff and no cravings! My mental state is ecstatic knowing I don&#039;t smoke and better physically every day. Thank you Chantix!"""
27542,1,"""My doctor recommended this product for my acid reflux. I took 2 pills twice daily for about 6 days and was super disappointed in this product,  not only did this medicine not help at all I feel like it made it worst. I would. It recommend this product from my experience but I know everyone&#039;s bodies are different so maybe it works for others."""
27600,0,"""My daughter had had horrible acne for years.  Nothing has worked, tried everything except birth control pills.  She had her wisdom teeth pulled and was prescribed this and within 3 days her face was clear.  Totally amazing! Shocked to find such a simple solution that has not given her any side effects."""
27876,0,"""Venlafaxine made me, dizzy, gave me nausea and diarrhea. My anxiety increased because of the severe stomach distress this medication caused me.
I felt all around lousy. Took medication for 2 months hoping the symptoms would subside. The problems just got worse."""
27943,0,"""I think that it helps with the schizoaffective disorder they put me on it 2 yrs ago &amp; now I don&#039;t hear the louds as much as I did before."""
27986,1,"""Hi I was having  difficulty swallowing solids and heartburn  was on nexus for 2 1/2 weeks and my symptoms were actually getting worse ...2 days on dexilant 60(mg) and I feel like a miracle has happened ...dexilant is like a miracle pill!!!"""
28159,0,"""Been on Lo Loestrin Fe for 6 months now. The first month I had spotting for 3 weeks and was quite emotional (can&#039;t specifically relate that to the birth control though - could have been caused by other factors). The second and third month I didn&#039;t get my period at all. After that my breasts grew and I got regular periods that usually last 1-3 days and are very light. Love this birth control and I&#039;ve had no problems!"""
28732,1,"""I have used Nexium for 3 years because it is the only cure for gastroesophageal reflux disease. I have tried all the other drugs and non of them even provide 50% relief. Nexium is a gift from God."""
28828,1,"""Excellent OTC medication for Acid Reflux (GERD)"""
28973,0,"""This med made him permanently impotent."""
29031,1,"""Have taken Prevacid, Protonix, Prilosec up to 2 times a day along with having taken Tagamet, Zantac in between with up to 15 tums a day and still daily severe burning and pain in chest. Then took this pill. Now it&#039;s the only thing I take and no more pain. Its great, no side effects noted yet."""
29594,1,"""Kapidex has worked better than Nexium, Protonix, Zegerid, Prevacid, and Aciphex in controlling my GERD symptoms.  It is great because you only take one per day."""
29669,1,"""I have a hiatal hernia and GERD and this has been the only medicine that allows me to eat and keep it down. I can tell when I forget my pill."""
29831,1,"""I started with really bad nausea and sick to my stomach when I went to my GI doctor I was diagnosed with due densities and chronic gastritis. I was so sick with nausea twenty four seven I literally felt like I was going to die. I actually told my GI to prescribe me Nexium 40 mg. My GI was hesitant but I insisted took it for a about a month and half and on my second endoscopy my chronic gastritis had  gone down to mild gastritis and the nausea is almost gone. Nexium really helped me  I don&#039;t know about the side effects since I took it at night. But the nausea was still persistent it&#039;s just now going away. I can tell you this is one of the best medicines. Stops the acid production by 95 percent something I had to find out on my own. Good luck."""
29892,0,"""I started taking pain meds after having many, many operations. I was on pain meds for years, from 1996-2005. I was up to 140mg&#039;s of methadone and (5) 30 mg roxicodone for breakthrough pain a day. I was tired of taking this stuff. I got down to 5 mg&#039;s of methadone a day and quit. I was miserable! I went through serious withdrawals!
I called a doc in town told him my story and he put me on subutex. That was the beginning of 2005 and I am still on it today and I never touched another pain pill since. It woks for both cravings and for pain help too. Although it is not as good as the others for pain relief it works well enough and I&#039;m happy for it."""
29963,0,"""Had mierna for about 6 months. Was told that it would help my cysts disappear and it had little to no side effects. It was a great thing being that i got pregant with my son while on the pill. This was 5 years, check string, no periods, and all that. Well starting 2 months after having it in which would be july 2015 i started experiencing pain in my lower abdomen, back and my left leg/foot. It wasnt bad then every month from july 2015 until this month nov 2015 i was in more and more pain. No doctor could explain why. Finally decided to have it removed a few days ago. Best decision i made because the same day i started feeling better. All the pain was going away or gone. It&#039;s a good form of birth control but isnt for every women."""
30383,0,"""&quot;Wow&quot;!! That pretty well sums it up. I have been an Ambien user for the past few years.  As much as I hate to admit it I found myself abusing the medication. Even worse yet, I was sleep walking &amp; sleep cooking almost every night with huge holes in my memory. I asked my doctor for a sample of Lunesta yesterday. He gave me the 3mg right from the start. The nasty taste hit my mouth within the first 15 minutes of taking it. I woke up 2x during the night due to an alarm on my dryer, but was able to fall right back to sleep. I did wake up with a horrible headache. Not sure if it was from the Lunesta or not. I will try again tonight and see what happens. I to would give this medication a 10 if it were not fo the nasty taste."""
30617,0,"""This is poison and can cause long term muscular, joint and nerve damage and degeneration.  After one pill I felt leg pain and tightness that felt muscular in nature.  I talked to my doctor and she didn&#039;t associate it with cipro.  After another day of taking it, the pain began migrating, heading into my joints and moving all around my body.  I popped my shoulder and had excruciating pain taking my briefcase out of my car.  I read on line and found out about cipro toxicity.  I called my doctor and said I read about this and given my symptoms I thought I should stop it.  They agreed.  I have been off the pills for 5 days now and still have the roving pains.  Mostly in legs, shooting, burning, aching, tight alternating. Hands,shoulders,knees..."""
30676,0,"""Butrans has been a lifesaver for me.  Without it I cant move."""
30793,1,"""Insurance company kept trying to get me to try the generic. The mail order pharmacy sent the solu tab - did not work at all."""
30900,1,"""I am using Dexelant over 5 years and I keep taking every day it&#039;s help me a lot  I was very bad to much heartburn so sick of it but thanks to Dexelant for helping me so much"""
31401,1,"""Stopped Nexium and Dr prescribed 150 mg generic Zantac (Ranitidine) twice daily.  About 14 hours from the first dose the GERD was back in full force.  At 3AM I resorted to 20 mg of Nexium and another 20 mg an hour later.  Worst night in many years.  Not sure if it takes time for this medicine to build up in my system but I can&#039;t suffer from GERD and it did not work the first day."""
31606,1,"""After taking Nexium for a year with little relief, I asked for something BETTER...they were hesitant due to the cost (that&#039;s a shame, but true) and after a few samples, I was CONVINCED that it was a miracle and worth the extra money. I have been on it over 6 months now and my husband hasn&#039;t heard me complain once, about my stomach, that is. """
31614,0,"""My low mark is all based on the taste.  Yes, it cleared me completely in the first 2hrs of first dose.  This hell in a cup tasted like what blood smells like.  I wouldn&#039;t wish this stuff on my worst enemy.  I don&#039;t know how I&#039;ll get up at 6am &amp; drink it again...gagging at the thought."""
31615,1,"""I&#039;ve been taking Aciphex since 2001 and it has worked wonders on my GERD.  Before I retired from active duty in 2003, one doctor switched me to another brand.  Next thing you know I was in the hospital with extreme chest pain - all caused by GERD.  I went back on the Aciphex and have been comfortable ever since."""
31624,1,"""I suffer from migraines, and although this drug significantly reduced my acid, it seemed to trigger my migraines for four consecutive days. I am disappointed that I had to get off it, am trying Prilosec now."""
31718,1,"""I took Protonix 40mg for about two and a half weeks. My doctor prescribed this after my insurance no longer covered my Nexium that I had been on for years.  I had intermittent headaches and also had stomach pains and nausea. The nausea is horrible, and I have been off of it for a day now and nausea is still persisting. I feel like I have to vomit from the nausea. I do not recommend this drug. I had no side effects with my Nexium,  so now I will try omeprazole."""
31773,1,"""Twelve year old child took 20mg/once day and felt nauseated, dizzy, with headache, sun sensitivity, and restless.  Took for one month.  Experience rebound when withdrawn.  Went to half dose for once week before completely discontinuing."""
31857,1,"""This medication is a must have for all with severe GERD. I have had major problems with GERD for the past 20 years. After having my gallbladder removed proton pump inhibitors stopped working, this is very common after gallbladder surgery as the bile is now in the stomach instead of being stored in the gallbladder. Sucralfate 3x a day is working wonders. If it&#039;s helping me it should help most anyone"""
31926,0,"""1/10 does not even begin to describe my awful experience with this pill. I was on this pill for almost a week and had to stop it due to EXTREME mood swings and massive depression and anxiety. I have been on SSRIs for 7 years now and my depression and anxiety are relatively under control. From the minute I started this bc, I started gaining weight, breaking out and having intense mood swings to the point where I thought I needed to go to the hospital. My breaking point with this bc was one night when I went through the cycle of angry/violent thoughts, to intense anxiety, to feeling completely normal. That cycle happened about 5 times in an hour. After this experience I am now terrified to try another birth control method besides condoms."""
32119,0,"""This is the only medication that actually works when you have severe symptoms. I need this medication and the new non Psuedoephedrine replacement is practically worthless compared to Advil."""
32430,1,"""After I turned 65, I started suffering from GERD.  My doctor gave me free samples of Prilosec to use, but I found it to be only somewhat effective.  I switched to Prevacid, and am now heartburn/GERD free!  I&#039;ve been taking Prevacid for about 4 years, and have suffered no side effects whatsoever."""
32483,1,"""I had bad, wheezy coughing and doctors thought it might be COPD. Then, on a hunch, my great doctor thought the coughing might be due to my GERD so she suggested Zantac150 twice a day.
 What a difference! I still need an inhaler, but my cough is otherwise gone...and it was REALLY bad for months (even with inhalers).
  Been on Zantac for about 2 weeks - no discernible side effects."""
32694,1,"""I have acid reflux caused as a side effect from a cancer medicine I can&#039;t stop taking yet. I have tried several GERD treatments, Dexilant is the only one that makes me feel &quot;normal.&quot; I have been on it for 60 days and have developed a constant, dull headache and intermittent SEVERE leg cramps (more like seizures as the muscles become rigid and inflexible). I would rather have the reflux symptoms than the sleep disruption and pain. Additionally, my insurance only pays $15.00 toward it and dexilant &quot;never pay more than $20&quot; coupon brings it down to $170.00 a month."""
32816,0,"""Not terrible, but not great. I&#039;ve only been on it for one month so far, but I&#039;ve been constipated, bloated, and my eyes have been bugging me/ I got nauseous for the first two weeks of use, to the point that I had to take prescription medication for nausea. There&#039;s no difference in my skin (still pretty clear), and I get headaches periodically. I&#039;ve also had trouble concentrating. This did nothing for cramps either. I didn&#039;t get pregnant, so I guess it&#039;s doing it&#039;s job, but I&#039;ll probably switch to another brand."""
32950,0,"""Zoloft is a life saver, I was depressed and suicidal since the sixth grade, and in 10th grade had a suicide attempt that ended me up in a hospital. About 2 months on Prozac,  which is horrible (for me), I was put on Zoloft 50mg and have recently been brought up to 200mg for depression and 1mg twice daily Xanax for anxiety and panic disorder. I was 16 when I started taking Zoloft and am 20 now, I still have some depression and anxiety but it is at a much lower level than before, and can actually talk to people and no longer feel like I am a complete failure and a nobody; I feel like I have a purpose to life!"""
33014,0,"""This shot has caused numbing of my writing arm, I am chronically fatigued. All I want to do is sleep. My appetite is enraged and I am having to be very careful about what I eat as I have already gained six pounds; I am worried that the fatigue is permanent as other women I have come across have permanent chronic fatigue. """
33079,1,"""22 yr old with horrible and frightening nocturnal panic attacks 2-3 hrs after falling asleep every night. Waking up in a confused state with vivid images making no sense, yet feeling a need to act on them before realizing the situation wasn&#039;t real. Researched on my own and discovered a definite correlation between ranitidine and panic attacks. Stopped taking Zantac 3 weeks ago and have not experienced a panic attack since. Feel like I was reborn. Ridiculous drug with far too many untold or unknown side effects. Stay away from this. After asking different psychiatrists, only half knew Zantac can cause or worsen panic/anxiety."""
33092,1,"""It really worked very well. I had silent reflux disease, I feel better now. I took Ranitidine 150 mg every night, NOT twice a day as prescribed. One tablet before bedtime has done wonders."""
33170,1,"""Been using this for more than 20 years and is an excellent emergency use medication for any episode.  I had no side effects and it was originally suggested by my gastroenterologist.  For some reason, they are no longer being manufactured."""
33203,1,"""I have been taking 40mg of Nexium twice a day for about a year.  Prior to that I was taking a single 40mg dose per day, however I began to have more problems with acid reflux.  I began to lose my voice and had frequent chest pains.  The doctor doubled my dose and it seems to have helped.  No more chest pains and my voice is normal again.  I did everything the doctor suggested, I don&#039;t eat or drink things that would make it worse.  I elevated my bed, stopped drinking coffee, etc.  Now seeing reports on television how taking Nexium for long periods can increase the risk of heart attacks, heart failure, and now dementia, my concern level is high.  I&#039;m just wondering what other people have done to help cut back on Nexium.  thank you."""
33449,1,"""I have found out how great this medicine does work for my condition, since I was out of it for about 8 days.  Every time it comes to renew my prescription, I have a hassle with my insurance company wanting to approve payment for having to take 2 40MG tablets a day.  Then, the pharmacy didn&#039;t have the amount prescribed after getting the insurance approval with the insistence of my doctor, but finally gave me a small amount yesterday until the full amount of my prescription can be met.  While without the medicine, I experienced the nausea effects in the evening/night and some minor acid-reflux issues and burning in the chest.  By the 5th day of being totally without any medicine for this, the acid-reflux/GERD issues returned full blown."""
