,condition,review
198,1,work well virtually side effect
199,0,quit smoke thank happy side effect insomnia
200,0,little effect find take double prescribe dose get little relief
201,0,use neurontin year discover great ongoing sleep therapy add sleep grant fantastic help neuropathy
202,1,prescribe medication approximately year ago experience severe heartburn reflux much sleep head bed elevate fill prescription leave medicine cabinet year without take one pill year fill make dental appointment notice enamel teeth flake dentist ask gerd say yes ask anything tell suggest take something immediately turn gerd erode enamel teeth extensive dental work do tune k expensive lesson learn one learn nonetheless side effect whatsoever
203,1,terrible stomachesophagial mid back pain endoscopic procedure find gerd barretts esophagus amp small hiatial hernia carafate amp dexilant work well calm esophagitis painspasmsinflammation barretts esophagus detect use pathology even though mild case serious disease need egd perform yearly dexilant work wonder also two medicine work well together side effect carafate take tablet need timesday chew swallow small sip water dissolve water drink coat stomach quick use month
204,1,work well gerd could continue take week get diarrhea would stop even accident upon sneeze ppis cost much le thank
205,1,prescribe nexium gastritis relieve symptom go twice er abdo xrays blood test heart monitor come back normal put pantoprazole gp advise could stop month nearly week feel bad ever return symptom look like recommence pantoprazole gi consult discomfort constant nausea
206,0,buy cialis online tiny fraction pay australia buy mg tablet cent quarter work good bph ed pharmacy industry roll u barrel
207,0,routine blood check diagnose myelodysplastic syndrome symptom blast cell month inject vidaza blast cell remission still go stem cell transplant
208,0,second time eye drop first time day stop take make feel physically sick second time give go almost week get sick go dr flu like symptom wake phlegm throat joint pain extreme sweat feel like im faint omg really scar stop im back normal still eye problem good solution take eye drop dangerous
209,0,butrans work hard time find medicine work plainly put work come price however patch sometimes hard keep shower become true chore nextcare patch cover waterproof butrans patch expensive last day wear butrans almost year place scar leave outline patch skin also patch itch madly place finally must choose location perfectly patch bubble develop wave medicine make contact skin patch work
210,1,ive problem year stomach gerd put prilosec tell would possibly cause upset stomach begin try work take around month could handle anymore keep stomach cramp upset stomach whole time couldnt keep enough fluid keep hydrate month late prescribe try thing bad bad blood work come back say kidney werent work right potassium low admit hosp since kidney still ok ive pee blood pretty sure medicine mess kidney bad stuff
211,1,medication since im still take make huge difference heartburn eat drink anything want side effect
212,1,love stuff end reflux perpetual sore throat thankful quickly work package pill nearly inaccessible package come use scissor open pocket pill incase store pill small bottle
213,0,work great suffer anxiety hesitant take kind medication give medication hospital within minute felt relax calm wish wasnt hesitant take sooner great anxiety attack come
214,1,finally get relief constant burn sensation esophagus month take day feel totally fine try prilosec esophaguard life extension prior use prescription also stop drink coffee wine stop take actonel bone year contribute heartburn also change calcium intake calcium citrate instead carbonate could absorb
215,0,lose weight cost side effect take month love really didnt care eat eat mostly low carb first time ever lean chicken breast sound good cake didnt like felt never get deep sleep start forget word think sadly negative side effect medicine use create qsymia take break try go back stay low dose cant handle lack sleep quit medicine regain weight maybe id able tolerate long wouldve learn good habit find return crave hard deal worth
216,0,best pain problem stomach anything else
217,1,first treatment effectively stop heart burn reflux year
218,0,start drug ten year ago give rave review would like able manage fm diet exercise adequate sleep one day push hard work get call quotfinal stagequot half hour get shoot dilodid er still cry writhe doctor come sit look worry quottheres probably nothing mequot say quotno there notquot send home maximum dose every painkiller planetnothing get rid deep burn ache pain hurt stand sit walk lie lay bed day know try lyrica pain go ever since get life back
219,0,take one sachet per day resolve diarrhea problem post op cholecystectomy haemorrhoid problem little bite bloat tolerable comparison ruin loo plus time day go try wean see happen month since op may settle bite
220,0,son diagnose juvenile psoriatic arthritis fourth grade time finally diagnose wheelchair unable move major jointseven jaw affect due severe arthritis today say thank god humira monthly visit shriners hospital graduate high school remission
221,0,try almost every topical acne sufferer get drug store natural kind drug acne none ever work acne moderate severe type acne say medicine work way consider talk doctor ive take medicine year cant clear use get tiny whitehead face like try pinch skin squeeze like small piece oil become oxidize yellow get medicine almost every day life id deal new bump one heal face scar best one try ever
222,0,im yr old smoke since im pack day probably last menthol nonetheless take chantix week quit day thats bad smoker im day without puff crave mental state ecstatic know dont smoke good physically every day thank chantix
223,1,doctor recommend product acid reflux take pill twice daily day super disappoint product medicine help feel like make bad would recommend product experience know everyones body different maybe work others
224,0,daughter horrible acne year nothing work try everything except birth control pill wisdom teeth pull prescribe within day face clear totally amaze shock find simple solution give side effect
225,0,venlafaxine make dizzy give nausea diarrhea anxiety increase severe stomach distress medication cause felt around lousy take medication month hop symptom would subside problem get bad
226,0,think help schizoaffective disorder put yr ago amp dont hear louds much
227,1,hi difficulty swallow solid heartburn nexus week symptom actually get bad day dexilant mg feel like miracle happen dexilant like miracle pill
228,0,lo loestrin fe month first month spot week quite emotional cant specifically relate birth control though could cause factor second third month didnt get period breast grow get regular period usually last day light love birth control ive problem
229,1,use nexium year cure gastroesophageal reflux disease try drug non even provide relief nexium gift god
230,1,excellent otc medication acid reflux gerd
231,0,med make permanently impotent
232,1,take prevacid protonix prilosec time day along take tagamet zantac tum day still daily severe burn pain chest take pill thing take pain great side effect note yet
233,1,kapidex work good nexium protonix zegerid prevacid aciphex control gerd symptom great take one per day
234,1,hiatal hernia gerd medicine allow eat keep tell forget pill
235,1,start really bad nausea sick stomach go gi doctor diagnose due density chronic gastritis sick nausea twenty four seven literally felt like go die actually tell gi prescribe nexium mg gi hesitant insist take month half second endoscopy chronic gastritis go mild gastritis nausea almost go nexium really help dont know side effect since take night nausea still persistent go away tell one best medicine stop acid production percent something find good luck
236,0,start take pain med many many operation pain med year mg methadone mg roxicodone breakthrough pain day tire take stuff get mg methadone day quit miserable go serious withdrawal call doc town tell story put subutex begin still today never touch another pain pill since wok crave pain help although good others pain relief work well enough im happy
237,0,mierna month tell would help cyst disappear little side effect great thing get pregant son pill year check string period well start month would july start experience pain low abdomen back leave legfoot wasnt bad every month july month nov pain doctor could explain finally decide remove day ago best decision make day start feel good pain go away go good form birth control isnt every woman
238,0,quotwowquot pretty well sum ambien user past year much hate admit find abuse medication even bad yet sleep walk amp sleep cook almost every night huge hole memory ask doctor sample lunesta yesterday give mg right start nasty taste hit mouth within first minute take wake x night due alarm dry able fall right back sleep wake horrible headache sure lunesta try tonight see happen would give medication fo nasty taste
239,0,poison cause long term muscular joint nerve damage degeneration one pill felt leg pain tightness felt muscular nature talk doctor didnt associate cipro another day take pain begin migrate head joint move around body pop shoulder excruciate pain take briefcase car read line find cipro toxicity call doctor say read give symptom think stop agree pill day still rove pain mostly leg shoot burn ache tight alternate handsshouldersknees
240,0,butrans lifesaver without cant move
241,1,insurance company keep try get try generic mail order pharmacy send solu tab work
242,1,use dexelant year keep take every day help lot bad much heartburn sick thank dexelant help much
243,1,stop nexium dr prescribe mg generic zantac ranitidine twice daily hour first dose gerd back full force resort mg nexium another mg hour late bad night many year sure take time medicine build system cant suffer gerd work first day
244,1,take nexium year little relief ask something betterthey hesitant due cost thats shame true sample convince miracle worth extra money month husband hasnt hear complain stomach
245,0,low mark base taste yes clear completely first hr first dose hell cup taste like blood smell like wouldnt wish stuff bad enemy dont know ill get amp drink againgagging think
246,1,ive take aciphex since work wonder gerd retire active duty one doctor switch another brand next thing know hospital extreme chest pain cause gerd go back aciphex comfortable ever since
247,1,suffer migraine although drug significantly reduce acid seem trigger migraine four consecutive day disappoint get try prilosec
248,1,take protonix mg two half week doctor prescribe insurance long cover nexium year intermittent headache also stomach pain nausea nausea horrible day nausea still persist feel like vomit nausea recommend drug side effect nexium try omeprazole
249,1,twelve year old child take mgonce day felt nauseate dizzy headache sun sensitivity restless take one month experience rebound withdraw go half dose week completely discontinue
250,1,medication must severe gerd major problem gerd past year gallbladder remove proton pump inhibitor stop work common gallbladder surgery bile stomach instead store gallbladder sucralfate x day work wonder help help anyone
251,0,even begin describe awful experience pill pill almost week stop due extreme mood swing massive depression anxiety ssri year depression anxiety relatively control minute start bc start gain weight break intense mood swing point think need go hospital break point bc one night go cycle angryviolent thought intense anxiety feel completely normal cycle happen time hour experience terrify try another birth control method besides condom
252,0,medication actually work severe symptom need medication new non psuedoephedrine replacement practically worthless compare advil
253,1,turn start suffer gerd doctor give free sample prilosec use find somewhat effective switch prevacid heartburngerd free ive take prevacid year suffer side effect whatsoever
254,1,bad wheezy cough doctor think might copd hunch great doctor think cough might due gerd suggest zantac twice day difference still need inhaler cough otherwise goneand really bad month even inhaler zantac week discernible side effect
255,1,acid reflux cause side effect cancer medicine cant stop take yet try several gerd treatment dexilant one make feel quotnormalquot day develop constant dull headache intermittent severe leg cramp like seizure muscle become rigid inflexible would rather reflux symptom sleep disruption pain additionally insurance pay toward dexilant quotnever pay quot coupon bring month
256,0,terrible great ive one month far ive constipate bloat eye bug get nauseous first two week use point take prescription medication nausea there difference skin still pretty clear get headache periodically ive also trouble concentrate nothing cramp either didnt get pregnant guess job ill probably switch another brand
257,0,zoloft life saver depress suicidal since sixth grade th grade suicide attempt end hospital month prozac horrible put zoloft mg recently bring mg depression mg twice daily xanax anxiety panic disorder start take zoloft still depression anxiety much low level actually talk people long feel like complete failure nobody feel like purpose life
258,0,shoot cause numb write arm chronically fatigue want sleep appetite enrage careful eat already gain six pound worry fatigue permanent woman come across permanent chronic fatigue
259,1,yr old horrible frighten nocturnal panic attack hr fall asleep every night wake confuse state vivid image make sense yet feel need act realize situation wasnt real research discover definite correlation ranitidine panic attack stop take zantac week ago experience panic attack since feel like reborn ridiculous drug far many untold unknown side effect stay away ask different psychiatrist half know zantac cause worsen panicanxiety
260,1,really work well silent reflux disease feel good take ranitidine mg every night twice day prescribe one tablet bedtime do wonder
261,1,use year excellent emergency use medication episode side effect originally suggest gastroenterologist reason long manufacture
262,1,take mg nexium twice day year prior take single mg dose per day however begin problem acid reflux begin lose voice frequent chest pain doctor double dose seem help chest pain voice normal everything doctor suggest dont eat drink thing would make bad elevate bed stop drink coffee etc see report television take nexium long period increase risk heart attack heart failure dementia concern level high im wonder people do help cut back nexium thank
263,1,find great medicine work condition since day every time come renew prescription hassle insurance company want approve payment take mg tablet day pharmacy didnt amount prescribe get insurance approval insistence doctor finally give small amount yesterday full amount prescription meet without medicine experience nausea effect eveningnight minor acidreflux issue burn chest th day totally without medicine acidrefluxgerd issue return full blow
264,0,sleep apnea doctor prescribe still felt tire day miracle drug energy day think clearly notice memory recall much good side drug cover insurance bad feel much good alert medication
265,0,take norco close month switch percocet difference take day life back injure early year fracture patella even physical therapy didnt help much leave osteoarthritis knee im able chore go place enjoy life thank pain thank percocet
266,0,husband alcoholic year struggle depression severe anxiety disassociation seizure alcohol thing help yesterday prescribe gabapentin start dose mg time daily hour first dose state felt different good didnt feel need drink couple hour late state first time since puberty felt like take one dose youre think try medication alcohol dependance there strong research beneficial help fix imbalance brain make need alcohol worth try bless
267,1,try take pill warm water help dissolve quickly doesnt get stick
268,0,prescribe sleep didnt work sleepy day
269,1,gerd gerd like issue since age put every medication available market stop work short year finally year ago start take aciphex side effect resistance problem one issue cost try every generic counter supposedly quotequivalentquot success
270,0,dentist prescribe really rough wisdom tooth removal take away pain swell completely never get great result painkiller
271,1,take day rd day nose start run day also sneeze sore throat cough hurt gerd bad quotcobblestonequot throat hard swallow food suppose month hope get good dry mouth night rapid heart beat fun either
272,1,heartburn interfere life year honestly say nexium transform life astound difference could believe daughter recommend try say sceptical understatement think wonder pill wake night take antacid liquid tablet pop antacid tablet numerous time day fantastic relief brilliant really isnt strong enough explain difference
273,0,far good medication cause dry mouth extent first nervous phentermine problem jitter heart race sleepy first body adjust finish start dose dose thing small issue minor tingle toe time notice start take qysmia discus physician
274,1,suffer heartburn couple decade use treat regular dose tum prilosec every counter acid inhibitor nothing work day take dexilant month yet single instance heartburn fantastic remedy regular heartburn sufferer
275,0,long sleep time energy le pain overwhelm sadness go weird thing feel like cant cry anymoreeven want take cry way feel like new person go mg feel wonderful
276,1,think work develop severe stomach cramp wouldnt go away get scoped discover fairly severe damage esophagus reduce efficiency swallow dont assume medication work unless get check switch omeprazole
277,0,day pill chest back face break completely bump literally everywhere little cluster bump pop breast start hurt ive bad menstrual cramp today im also super emotional well cry even reason get mad think chest go explode mood swing definitely side effect maybe ill see good effect next month
278,1,great medicine side effect price high work take
279,0,wisdom tooth pull im hard head hate medication end sinus infection painful finally take prescribe medication amoxil felt work hr late first time finish medication
280,1,severe acid reflex past year always struggle find relief find medication back call kapidex name change sound much like medication aciphex start take counter medication go prevacid prescription high dose beauty medication unlike medication category take begin work usually work long hour miss dose worry stomach hurt diarrhea downside medication others like depletion calcium bone make break bone easy obtain
281,0,kidney transplant bactrim prescribe part med allay infection im middle age suffer acne year surprise acne clear bonus
282,0,wow product awesome week im see impressive result im teenager mild acne ive struggle since figure time put end go doctor prescribe medicine scar occasionally really big pimple hurt product magically reduce size pimple however warn people medicine also dry skin cause flake peel use moisterizer counter dry effect set make sure wash face prevent acne minor issue great product far
283,1,extreme acid reflux year wake early morning feel extremely nauseous like im one second throw every single day also go bed every night burn acid come back throat make throat sore like swallow glass every day get feel constantly sour stomach amp nauseous horrible amp make miserable would eat quottums quot bulk bottle work begin stop work meijers one day look something else sour nauseous stomach amp quotzantac quot count bottle sale reluctantly buy amaze actually work completely take away
284,0,take bisacodyl one night next morning night wow second night awake till pm clear bowel severe cramp pain slight sick feel dizzy procedure bowel prep perfect wish cramp n pop would stop
285,1,good stuff work well take dinner whatever major meal eat day try take every day
286,0,number review comment burn sensationdid suppository cause burn itch cream suppository work fine vulva cream cause burn sensation use day monistat day notice infection clear experience additional severe itch however rd day decide use vulva itch cream first time bad decisionthat stuff burn burn sensation promote look review
287,0,lamictal do much good especially combine low dose zoloft im depress im manic im content life complaint reduce effectiveness birth control pill risk pregnancy nonissue right future really dont want take risk overall im happy
288,0,start take phentermine january weigh lb march weigh lb thats healthy lb month let honest say take pill maybe x week work eat nutritionally pill still work miraculously give much need boost energy every morning throughout work day side effect dry mouth would wake drink bottle water sleep stay hydrate friend believe healthy diet workout week shed weight ive lose lb im look good finally start phentermine work eat good hope best
289,0,ive take seasonique almost month first month fine dont get period bleed side effect soon second month almost start spot dont stop spot receive period end rd month spot month straight actually ridiculous pill expensive suppose give period year yet bleed spot littletono blood annoy sex drive nonexistent ultimately make pill completely pointless
290,0,start take medication far today lose lbsi love first time experience heart palpitation scar little bite next day go would recommend medication anyone goal lose lb agree focus great experience jitter problem fall asleep doctor take medicine time schedule pm pm last pm b shoot every week experience dry mouth up water intake since big fan water eat high calorie food eat chicken breast deli slice veges water
291,0,currently sit toilet bad intestinal cramp ever life due tablet unable pas normally week due haemorrhoid prescribe doctor take bed effort get go get go also wake hour beforehand horrendous pain stomach give bad diarrhoea im scar get toilet
292,1,va prescribe medication use year find excessive gas experience also diarrhea dizziness bad headache stop use prescription bad side effect go away find something work gerd without bad side effect
293,0,spend nearly year birth control take continuously help keep endometriosis control many different pill year include high dose estrogen would work first year would get constant breakthrough bleed ive always issue acne pill didnt make good bad occasionally suffer random cramp usually due shift time take pill time change year vigilant take time every day never pregnancy scare hop continue indefinitely however insurance provider plan hop go back asap
294,0,insomnia drprescribe lunesta help sleep go day straight without sleepingnot good feel first day take lunesta literally pas outa good night sleep unfortunately night sleep keep fully awake odd part dont feel tire eye look tire problem back sleep three day
295,1,doctor give sample medication couple year stomach problem ive try zantac tum nothing seem work take one capsule didnt touch another one week drink apple juice problem
296,0,chronic ocd last year half try hundred different kind medication safe say none work five day anafranil start see multiple improvement day pas level improvement increase unfortunately without side effect dont eat properly dont sleep five hour body tremble feel terribly weak theory hat maybe side effect play important role forcibly stop perform compulsion
297,0,im currently zonisamide zonegran ive year point nothing seizure everything weight mood dont want suffer get appetite migraine ridiculously painful point sometimes make nauseous even vomit wish there somethin someone could help
298,0,prescribe adderall xrs mg day dr wont increase medication definitely make motivate energy feel nice since wellbeing concern side effect get almost every time get numb leave side neck shoulder also get really cold foot toe look purple slow capillary refill also already sleep problem night always pretty restless
299,1,wonderful medication use gerd eat anything mexican food spicy food sweet anything bother
300,0,little month concern read review im glad decide go particular product downside particular birth control implementation cycle one week late upside cycle short light
301,1,ive gerd gastroparesis year protonix medicine ive find help control gerd long take twice day instruct acid reflux
302,0,give pack lolo free woman clinic decide try normally take alesse different brand lifetime day start take lolo start bleed chalk spot people experience never bleed stop get bad vagina start become painful itchy bleed throughout entirety month take lolo finish pack pill continue another month within day stop take finally stop bleed discomfort go away guess work effectively since completely unable sex
303,0,icpbs get bladder infection every two week try hard watch diet though difficult cheat get pelvic floor physical therapy take uribel klonapin need take mg amitriptyline night first start take couple week felt completely normal first time month symptom week creep back im go try up dose mg night see tolerate make dopey morning first go away eventually
304,1,great product work quickly keep heart burn away little expensive best product find dont heart burn constantly nice product take need
305,1,speak nexium literally change life good fight gerd past three year life terrible year constant heartburn increase chest pain would wake middle night lung full acid could lay back acid taste would make even sick take kind acid blocker nothing really work finally try nexium day one change everything good heartburn go completely reflux heartburn chest pain nothing amaze slight side effect day go away perfectly well amaze thank
306,1,put long time ago say interaction absorption cymbalta really havent problem know tell take one morning one even gerd horrible son start take bed night reason think could bad tell start take give zantac grade work
307,1,med give best relief
308,0,moderate anxiety agoraphobia year peak come first day work doctor place mgday require take pill day prior work thank goodness able focus speak mind downside drowsiness side effect
309,1,nexium great pantoprazole protonix also work good
310,1,start take nexium day ago instant relief
311,0,try product yesterday right go bed sting little nothing really sayit really work way good secret clinical strength
312,1,two day protonix gerd associate adultonset asthma end emergency room extremely high blood pressure fast pound pulse severe headache severe anxiety
313,1,start take recommend second gi doctor perform endoscopic ultrasound attempt determine cause chest pain recently diagnose nutcracker esophagus aciphex year excellent result dexilant give host symptom acid reflux return develop severe diarrhea gas bloat resistant antidiarrhea medication otc prescription hopefully go back aciphex next week dont think stand much long
314,1,say take medicine well month zero incident reflux heartburn kind
315,1,nizatidine far best histamine blocker expensive
316,0,go back find another doctor ssi
317,1,dexilant give every side effect label quotnot good never diarrhea like pain stomach chest pain like heart attack bad experience ever sure hope others read take medicine take market
318,0,ive take lamictal year havent side effect tell read others experience memory loss could one take maximum dose prescribe cant say enough medication totally lose severe depression suicidal low low bad couldnt get duck row mother comment daily im feel control life im back spouse care mother who duck scatter im live happily
319,0,take tenormin year ago migrainesguess work take itlast year alone migraine put back tenormin october per day migraine november dose increase day mg today jan havent migraine since nov
320,0,get vilolently sick vomit migraine stomach cramp linger headache hour periodbut desperate sometimes put feel good couple day cant take everyday would never able leave home side effect
321,0,pill give bad acne ever experience never really skin problem begin take month get good thing good pregnancy prevention im switch brand skin look terrible
322,1,symptom cough clear salty mucus yr month ago burn sensation rib diaphram pain middle back burn force see doc two month ago put lanso week burn rib reduce doc decide let continue med change omeprazole one capsule night burn sensation almost completely go feel food stick around middle chest something never felt med also notice menstrual usual mild headache turn bad migraine dizziness muscle cramp body weakness menstrual symptom reduce except muscle weakness cough
323,0,prepping tonight tomorrow procedure im restroom taste isnt great smell like cough syrup taste like salty water nyquil opinion chug finish first dose minute kick min tiny bite nauseous headache ive see review bowel motion literally water first couldnt even feel rd trip thing pretty raw im use toilet paper baby wipe vaseline combo
324,0,stuff spawn satan begin use reduce minor sun spot fine wrinkle stuff make amaze skin house unit acne literally bring tear eye damage do avoid use would never recommend medication ever
325,1,relieve indigestion amp esophagus contraction side effect disastrous take twice week irregular heart beat stiff painful knee extremely sore tender foot hair loss blur vision dry eye insomnia swell leg foot podiatrist alarm swell foot amp ankle immediately recommend testsmri find heartvein problem suspect conclusion arthritis nope discontinue zegerid problem go within day bake soda also culprit solution gerd small meal wout grease cook tomatoesfor small adjustment much relief feel much good research med
326,0,shoot temporarily ruin life close month mark shoot mean another dose strongly consider get another currently type wake bleed pad fun ive bleedingspotting half month always bloat tire emotional sex drive go mention constant insert desert tampon dozen time day thing ever see blood im constantly tire dont drive anything shoot consume life
327,1,dexilant week severe gerd reflux try many many medication one come close work nexium side effect horrible numerous stop take week far take dexilant without much incident work significant relief symptom side effect ive notice metallic taste mouth time minor worth trade well worth money far im happy dr prescribe dexilant
328,1,medicine really didnt work moment take acid reflux give headacheit work get acid stomach couple day
329,0,im year old first couple day start take trisprintec terrible nausea right im tenth day take nausea get little good moodiness drive everyone around crazy feel really irritate time feel like break cry moment also start period least two week early hopefully symptom settle ive pill month
330,1,wonderful new medicine work wonder
331,0,take plan b month ago august month ago november thankful could prevent become pregnant lady please anything avoid take pill understand everyones side effect different roller coaster ride take first time experience usual side effect bloat sore breast mild dizziness luckily receive every expect period october notice lump right breast go doctor find benign thankfully say avoid plan b im year old shouldnt develop breast lump age
332,1,hiatus henna without omeprazole would feel uncomfortable gunk throat
333,1,take prilosec year notice lately doesnt seem effective go new ge give sample dexilant try take one mg pill yesterday afternoon middle night develop horrible muscle cramp low back leg tear couldnt get bed day today finally get eat little bite develop painful abdominal cramp explosive diarrhea go hour one dose rarely ever problem side effect medication never take stuff wish try doctor sample day pick prescription
334,1,ive take prevacid year first month amaze almost completely heartburnfree almost like im take nothing think need switch something different work great though
335,1,use protonix year find one chewable pepcid morning another night work great
336,0,mainly take pill combination pill make blood pressure sky rocket love first first month period month bleed two week straight develop ovarian cyst rupture immediately stop pill never cyst life im back seasonique bp med
337,0,zarah okay first start pill month ago help little cramp horrible start pill however notice weight gain realize horrible mood swing period isnt much light period doesnt come day start take sugar pill definitely decrease sex drive lot start get lot discharge every day
338,1,use doctor recommend last month like mg cool mint zantac exhaust option im eat small healthy meal every hour add even exercise exercise plan still gerd take usually right dinner right bed need work wonder day take one mg famotidine pepcid ac usually breakfast lunch work get dinner
339,0,belviq really good help loose lb month start make dizzy sleepy tire confuse little depress also make really hard concentrate medication long work incredibly hard time move constantly felt throw balance almost fell several time stop take good news though medication didnt cause type discontinuation syndrom felt much good
340,1,already prescribe protonix mg twice day regular doctor go gi gastroparesis motility specialist find need another gerd medicine well prescribe mg zantac take night bed control well think protonix get even good zantac hardly ever food creep back dont burp nearly much use
341,1,ive use dexilant one work
342,1,almost eatdrink normally im carafate suspension x per day flare x per month mainly ive eat poorly come contact bacteria etc take conjunction nexium amp librax acid reflux bile reflux irritable bowel syndrome gerd
343,1,amaze medicine ive gerd year ive aciphex year medicine ever come close touch effective insurance stop pay try prevacid help try two week fail help insurance agree pay aciphex miserable week life constant burn reflux day fill happy get get back aciphex reflux symptom whatsoever gerd make life miserable give try
344,0,monistat daysworse nightmare put medicine first felt burn urethra spread everywhere lay crazy horrible pain min go wash much could pain go do anti fungal vaginal cream one never lay leg open fan see morning
345,1,take counter medicine almost year try many different prescription medicine dexilant quotwonder drugquot get point throw sleep least time week last month one episode vomit since begin medicine even cook indian dish night would even try family usually first enjoyment spicy food year amaze completely amaze
346,1,bad heartburn gerd everyday take many antacid doctor suggest otc prilosec hour pain go return bless today th day day treatment wait see heartburn return complete recommend day treatment hope
347,0,iud dr give try period light cramp pimple didnt care aftertaste chew pill swallow every time refill rx problem get insurance work able cover insurance wont cover month find another medication
348,1,take prevacid everyday help lot couldnt even get house thing love
349,1,ive extremely bad heartburn several year dont experience reflux chest pain throatsinus pain consume long tolerate pain ive diet mostly rice applesauce oatmeal lean protein occasional veggie everything include water give heartburn dayeveryday appear nutcracker esopgagus esophageal spasm two week ago receive esophageal botox injection mean relax esophagus thus reduce spasm ive experience relief procedure six month ago enjoy nearly month heartburn free believe fail time try prevacid mg otc experience improvement suggestion
350,0,take savella week week mg morning night lot side effect almost flu like symptom weakness shake lightheadedness cold hot read lot review didnt think could medicine guess work graveyard think might try mg morning mg night go lyrica yr expensive savella half copay lyrica im ready give yet hot time weight gain lyrica reason decide try savella since insurance cover im hop best good luck
351,0,bulge disc thats pinch nerve back surgeon tell would rather go pain medicine go spinal fusion surgery id never even hear norco seriously amaze pain medicine also get epidural steroid injection provide much need pain relief take one norco wake one dinner two pill make huge difference live quotnormalquot life give wish last long didnt take pill day
352,0,suboxone save life heavy heroin user two year dollar day lose everything decide time stop downward spiral try suboxone wasnt ready commit find doctor prescribe give mg day estimate stop date would early november taper make commitment stop early could take last pill suboxone july clean ever since truly save life little fyi mild withdrawal suboxone give absolutely nothing compare try come heroin oxycontin
353,0,take apri year first great period managable extremely predictable last day gain pound first month shortly completely lose sex drive recently period get long use cramp come back well
354,0,entrap nerve leg cause shoot nerve pain foot lyrica really help stop pain bad couldnt sleep night however gain weight difficulty concentrate
355,0,work like charm barely side effect
356,1,glad available
357,0,switch patch bad mistake pill many sideeffects come slowly month acne start develop cheek chin chest acne purple really nasty never acne life period almost go away pill honestly silver line want call bad part interest sex zero libido glad pill
358,0,take mg clonazepam year ptsd flashback diagnose parkinson year ago scoliosis spinal stenosis exercise comfortably stationary bike usually day week past week none various reason past several night rls bad ive awaken time try clonazepam help first hour read article think must get back bike ill know sure clonazepam still work well panicanxietyflash back thankful
359,1,nexium work great two year use develop high blood pressure maybe relate nexium know rare side effect maybe stop drug seem possible heartburn come back severe
360,1,year take quota neededquot try control acid reflux watch eat mayo chocolate mint tomato sauce really set sometimes forget try take infrequently possible hear may responsible decrease bone density iquotm may side effect average one every day im careful go long sometimes want splurge today refill prescription notice quotdrquot delay release anxious see difference
361,1,ive gerd since try sort otc prescription medicine work ok would still pop tum go bed start nexium feel great ive yet sign heartburn havent side effect expensive prescription ive cost well worth
362,0,ive titrate mg medication bring back brink disaster along positive think sertraline allow make certain decision make certain lifestyle change help depression anxiety ease point near normalcy
363,0,ive diagnose add age struggle major depression since adolescence currently take mg methylin er mg bupropion xl morning even take mg trazadone sleep week never felt good adjustment period pretty mild bite jazz morning mild nausea even gradually fade week appetite return diet improve reconnecting socially sleep good awaken fully alert sunrise cant believe dramatic change optimistic able dig hole ive rebuild life
364,0,start amlopidine month ago bp drs go time afternoon go every cause space feel ive terrible headache week dizziness cough cant drive get felt much good retire start med totally independent stick home
365,0,work nothing else expensive
366,0,take month stop due sudden spot week body get use progestin start shed much line doc say great experience sad see work anymore period every month due horrible past pill period improve ton go bed ride hour actual function woman sure cramp normal compare use period short light breast grow lot well didnt gain weight symptom
367,0,start medication start pound week ago lose pound far first three week fine slight headache come go start take pill morning pill even th week couple day late start feel sick stomach hope pas keep update anyone else problem solution
368,0,drug make nauseous give headache third day take twice day day cant wait im do awful taste make feel really awful
369,1,put gerd heal esophagus upper gi week hit nowhere cripple stomach cramp diarrhea last hour hand shaky would go numb never do happen twice week apart discover pill behind stop take every symptom stop shakiness numbness cramp diarrhea stop pill effect gerd either create misery still know get reaction pill
370,0,adipexphentermine great weight loss experience minor side effect ie dry mouth insomnia take medicine several year notice rapid weight loss first time take lose pound first month lb take first time month lb go medicine several month didnt exercise return original eat habit regain weight plus second time take didnt experience rapid weight loss first attempt get lb go try right time exercise diet change life
371,0,acne accutane holy grail mildmoderate acne high school take six week suck skin dry bone skin look pristine exception occasional stray pimple breakout year point try anything else
372,1,first week take drug perfect second week onwards suffer nausea fatigue body ache diarrhea etc would recommend stop medication side effect kick side effect experience stomach ache feel weak feel uncomfortable swallow food
373,1,severe dyspepsia fantastic result even take one pill every day week begin diarrhea
374,1,flare up gerd throat feel raw week time sinus feel raw past prescription strength omeprazole work well go doctor partner give day worth dexilant free stick long do absolutely nothing positive strangely enough take week eye become extremely dry uncomfortable go back prescription omeprazole
375,1,side effect worth take day stop ring ear bad dysphagia stab abdomen pain diarrhoea slightly reduce heart burn never take
376,0,really good still stop take birth control pill get acne period late day last day im go see gyno soon im worry
377,0,finish first bottle minute ago taste horrible read post use two straw plug nose difficult get water afterwards bloat nothing happen yet little bite stomach pain hate use old adage butthey put man moon kudos drug company get pill least couple ounce versus oz split dose go difficult get second bottle tomorrow empty stomach
378,1,acid reflux settle ear year tube finally find doc tell acid reflux mild gerd sporadically mil x daily ranididine tube acid control dont take med ear itch burn stomach back try control portion love spicy food stick randidine work within hour also think help keep allergy symptom bite
379,0,medication wonderful depression lucky start work week half negative thought stop im irritable enjoy company family high libido v none ive side effect like nausea begin strange electrical feel every worth continue
